,pl_name,hostname,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,pl_controv_flag,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,pl_size_normalized,pl_mass_normalized,habitability_index,log_orbital_period,orbital_ellipse,Eccentricity_Class,star_category,star_color,star_luminosity,planet_system_count,distance_from_earth,PSI,Habitable_Zone,Density,Planet_Type,Temperature_Comparison,Distance_Class
739,HD 162020 b,HD 162020,1,1,Radial Velocity,2002,La Silla Observatory,0,8.4282,5.6e-05,-5.6e-05,0.0,0.08,0.0,0.0,0.0,12.5,,,0.0,1.11,,,0.0,3127.4472,874.0325,-874.0325,0.0,9.84,2.75,-2.75,0.0,Msini,0.28,0.0,0.0,0.0,,,,,650.0,,,0.0,0,K3 V,4723.0,71.0,-71.0,0.0,0.75,0.03,-0.03,0.0,0.42,0.18,-0.18,0.0,-0.1,,,0.0,[Fe/H],4.31,0.18,-0.18,0.0,17h50m38.38s,267.6599252,-40d19m06.47s,-40.3184646,30.8248,0.0715,-0.0712,9.1,0.03,-0.03,6.539,0.024,-0.024,8.75949,0.000461,-0.000461,1.1160714285714286,9.84092888609188,0,2.2437051982557565,0.28,Low Eccentricity,Dwarf,orange,0.009577250732847185,1,30.8248,0.9125156853802964,Outside Habitable Zone,0.38227098711468094,Gaseous,Hotter than Earth,Close-in Planet
740,HD 163607 b,HD 163607,1,2,Radial Velocity,2010,W. M. Keck Observatory,0,75.2203,0.0094,-0.0094,0.0,0.362,0.016,-0.016,0.0,13.9,,,0.0,1.24,,,0.0,249.05159,3.11473,-3.11473,0.0,0.7836,0.0098,-0.0098,0.0,Msini,0.7441,0.0071,-0.0071,0.0,,,,,,,,,0,G5,5522.0,,,0.0,1.76,,,0.0,1.12,,,0.0,0.21,0.03,-0.03,0.0,[Fe/H],3.97,,,0.0,17h53m40.35s,268.4181383,+56d23m32.89s,56.3924701,67.7855,0.1639,-0.1632,8.0,0.03,-0.03,6.271,0.02,-0.02,7.81298,0.000271,-0.000271,1.2410714285714286,0.7836739773442416,0,4.333627831412778,0.7441,High Eccentricity,Main Sequence,yellow,0.0017410705891291094,2,67.7855,0.9902837586889319,Outside Habitable Zone,0.022138913766284078,Gaseous,Missing,Moderate Distance
741,HD 163607 c,HD 163607,1,2,Radial Velocity,2010,W. M. Keck Observatory,0,1272.0,4.4,-4.4,0.0,2.39,0.11,-0.11,0.0,13.3,,,0.0,1.19,,,0.0,699.54383,11.75971,-11.75971,0.0,2.201,0.037,-0.037,0.0,Msini,0.08,0.014,-0.014,0.0,,,,,,,,,0,G5,5522.0,,,0.0,1.76,,,0.0,1.12,,,0.0,0.21,0.03,-0.03,0.0,[Fe/H],3.97,,,0.0,17h53m40.35s,268.4181383,+56d23m32.89s,56.3924701,67.7855,0.1639,-0.1632,8.0,0.03,-0.03,6.271,0.02,-0.02,7.81298,0.000271,-0.000271,1.1875000000000002,2.2012077721837633,0,7.149131598557407,0.08,Low Eccentricity,Main Sequence,yellow,0.0017410705891291094,2,67.7855,0.973543526830934,Outside Habitable Zone,0.0709857864519281,Gaseous,Missing,Far Planet
742,HD 16417 b,HD 16417,2,1,Radial Velocity,2008,Anglo-Australian Telescope,0,17.24,0.01,-0.01,0.0,0.14,0.01,-0.01,0.0,5.0,,,0.0,0.446,,,0.0,22.1,2.0,-2.0,0.0,0.0696,0.0063,-0.0063,0.0,Msini,0.2,0.09,-0.09,0.0,,,,,,,,,0,G1 V,5841.0,17.0,-17.0,0.0,1.64,0.04,-0.02,0.0,1.2,,,0.0,0.06,,,0.0,[Fe/H],4.16,0.02,-0.02,0.0,02h36m58.58s,39.2441029,-34d34m44.73s,-34.5790905,25.3936,0.0353,-0.0352,5.78,0.03,-0.03,4.246,0.018,-0.018,5.61319,0.0010614,-0.0010614,0.44642857142857145,0.06954059156702329,0,2.9036169846461855,0.2,Low Eccentricity,Main Sequence,yellow,0.008963534405666194,1,25.3936,0.9990367696432159,Outside Habitable Zone,0.04220789090797065,Gaseous,Missing,Moderate Distance
743,HD 164509 b,HD 164509,2,1,Radial Velocity,2010,W. M. Keck Observatory,0,280.17,0.82,-0.82,0.0,0.87,0.051,-0.051,0.0,14.3,,,0.0,1.28,,,0.0,140.79869,26.37989,-26.37989,0.0,0.443,0.083,-0.083,0.0,Msini,0.238,0.062,-0.062,0.0,,,,,,,,,0,G5,5859.0,,,0.0,1.11,0.06,-0.06,0.0,1.12,0.19,-0.19,0.0,0.2,,,0.0,[Fe/H],4.44,0.06,-0.06,0.0,18h01m31.22s,270.3800811,+00d06m16.09s,0.1044685,53.1119,0.1432,-0.1425,8.1,0.03,-0.03,6.586,0.021,-0.021,7.95594,0.000404,-0.000404,1.2767857142857144,0.4430418187539333,0,5.6389594686121916,0.238,Low Eccentricity,Main Sequence,yellow,0.0028714505593277154,1,53.1119,0.9943090771759524,Outside Habitable Zone,0.011494812522350543,Gaseous,Missing,Moderate Distance
744,HD 164595 b,HD 164595,2,1,Radial Velocity,2015,Haute-Provence Observatory,0,40.0,0.24,-0.24,0.0,0.23,,,0.0,4.16,,,0.0,0.371,,,0.0,16.14,2.72,-2.72,0.0,0.05078,0.00856,-0.00856,0.0,Msini,0.088,0.12,-0.066,0.0,,,,,,,,,0,G2 V,5790.0,40.0,-40.0,0.0,1.02,0.02,-0.02,0.0,0.99,0.03,-0.03,0.0,-0.04,0.08,-0.08,0.0,[Fe/H],4.44,0.05,-0.05,0.0,18h00m38.73s,270.1613723,+29d34m21.61s,29.5726698,28.254,0.0208,-0.0207,7.08597,0.023,-0.023,5.482,0.021,-0.021,6.89472,0.000223,-0.000223,0.37142857142857144,0.05078665827564506,0,3.713572066704308,0.088,Low Eccentricity,Main Sequence,yellow,0.008876452382787376,1,28.254,0.9992927147707994,Outside Habitable Zone,0.05352231986842946,Gaseous,Missing,Moderate Distance
745,HD 164604 b,HD 164604,1,1,Radial Velocity,2009,Las Campanas Observatory,0,641.472,10.129,-10.129,0.0,1.331,0.029,-0.029,0.0,12.3,,,0.0,1.1,,,0.0,4544.94622,1748.05624,-1748.05624,0.0,14.3,5.5,-5.5,0.0,Mass,0.35,0.1,-0.1,0.0,,,,,,,,,0,K3.5 V,4684.0,135.0,-37.0,0.0,0.77,0.01,-0.04,0.0,0.77,0.04,-0.04,0.0,-0.18,,,0.0,[Fe/H],4.62,0.11,-0.06,0.0,18h03m06.89s,270.7787177,-28d33m39.00s,-28.5608343,39.3633,0.0963,-0.0959,9.62,0.03,-0.03,7.169,0.02,-0.02,9.32786,0.000339,-0.000339,1.0982142857142858,14.30127822529893,0,6.465323236053212,0.35,Low Eccentricity,Dwarf,orange,0.006208577001517063,1,39.3633,0.8307735682966728,Outside Habitable Zone,0.5830755156062938,Gaseous,Missing,Far Planet
746,HD 164922 b,HD 164922,1,4,Radial Velocity,2005,W. M. Keck Observatory,0,1207.0,4.0,-5.0,0.0,2.16,0.03,-0.03,0.0,13.3,,,0.0,1.19,,,0.0,116.0,10.0,-12.0,0.0,0.36497,0.03146,-0.03776,0.0,Msini,0.08,0.06,-0.05,0.0,0.16,0.01,-0.01,0.0,159.0,2.0,-2.0,0.0,0,G9 V,5390.0,30.0,-30.0,0.0,0.95,0.01,-0.02,0.0,0.93,0.03,-0.04,0.0,0.18,0.08,-0.08,0.0,[Fe/H],4.46,0.13,-0.13,0.0,18h02m31.31s,270.6304652,+26d18m37.47s,26.3104077,22.0016,0.0152,-0.0151,7.01227,0.023,-0.023,5.113,0.02,-0.02,6.78614,0.000171,-0.000171,1.1875000000000002,0.36500943989930773,0,7.0967213784947605,0.08,Low Eccentricity,Main Sequence,yellow,0.014486054018001725,4,22.0016,0.9971092409438106,Outside Habitable Zone,0.011771029741515495,Gaseous,Colder than Earth,Far Planet
747,HD 164922 c,HD 164922,1,4,Radial Velocity,2016,Multiple Observatories,0,75.74,0.06,-0.05,0.0,0.341,0.004,-0.004,0.0,3.66,,,0.0,0.327,,,0.0,13.0,3.0,-2.0,0.0,0.0409,0.00944,-0.00629,0.0,Msini,0.12,0.11,-0.09,0.0,6.29,0.27,-0.26,0.0,400.0,4.0,-4.0,0.0,0,G9 V,5390.0,30.0,-30.0,0.0,0.95,0.01,-0.02,0.0,0.93,0.03,-0.04,0.0,0.18,0.08,-0.08,0.0,[Fe/H],4.46,0.13,-0.13,0.0,18h02m31.31s,270.6304652,+26d18m37.47s,26.3104077,22.0016,0.0152,-0.0151,7.01227,0.023,-0.023,5.113,0.02,-0.02,6.78614,0.000171,-0.000171,0.32678571428571435,0.040906230333543105,0,4.340423084818807,0.12,Low Eccentricity,Main Sequence,yellow,0.014486054018001725,4,22.0016,0.9995331050716162,Outside Habitable Zone,0.06330113350758432,Gaseous,Hotter than Earth,Moderate Distance
748,HD 164922 d,HD 164922,1,4,Radial Velocity,2020,Roque de los Muchachos Observatory,0,12.458,0.003,-0.003,0.0,0.103,0.001,-0.001,0.0,1.83,,,0.0,0.163,,,0.0,4.0,1.0,-1.0,0.0,0.01259,0.00315,-0.00315,0.0,Msini,0.12,0.13,-0.08,0.0,,,,,,,,,0,G9 V,5390.0,30.0,-30.0,0.0,0.95,0.01,-0.02,0.0,0.93,0.03,-0.04,0.0,0.18,0.08,-0.08,0.0,[Fe/H],4.46,0.13,-0.13,0.0,18h02m31.31s,270.6304652,+26d18m37.47s,26.3104077,22.0016,0.0152,-0.0151,7.01227,0.023,-0.023,5.113,0.02,-0.02,6.78614,0.000171,-0.000171,0.16339285714285717,0.012586532410320955,0,2.599573724766126,0.12,Low Eccentricity,Main Sequence,yellow,0.014486054018001725,4,22.0016,0.9998255189747082,Outside Habitable Zone,0.15581817478789986,Gaseous,Missing,Moderate Distance
749,HD 164922 e,HD 164922,1,4,Radial Velocity,2021,Multiple Observatories,0,41.763,0.012,-0.012,0.0,0.2292,0.0026,-0.0027,0.0,3.23,,,0.0,0.288,,,0.0,10.52012,0.98527,-0.98527,0.0,0.0331,0.0031,-0.0031,0.0,Msini,0.086,0.083,-0.06,0.0,,,,,,,,,0,G9 V,5393.43,68.33,-68.33,0.0,1.0,0.02,-0.02,0.0,0.92,0.03,-0.03,0.0,0.197,0.057,-0.057,0.0,[Fe/H],4.4,0.03,-0.03,0.0,18h02m31.31s,270.6304652,+26d18m37.47s,26.3104077,22.0016,0.0152,-0.0151,7.01227,0.023,-0.023,5.113,0.02,-0.02,6.78614,0.000171,-0.000171,0.2883928571428572,0.03310295783511642,0,3.7556732427229433,0.086,Low Eccentricity,Main Sequence,yellow,0.014486054018001725,4,22.0016,0.9995359956294576,Outside Habitable Zone,0.0745288667182756,Gaseous,Missing,Moderate Distance
750,HD 165131 b,HD 165131,1,1,Radial Velocity,2023,Multiple Facilities,0,2342.6,1.3,-1.3,0.0,3.54,0.054,-0.054,0.0,12.1,,,0.0,1.08,,,0.0,5943.39121,444.95977,-317.82841,0.0,18.7,1.4,-1.0,0.0,Mass,0.6708,0.0019,-0.0019,0.0,,,,,,,,,0,G3/5 V,5870.0,100.0,-100.0,0.0,1.06,0.05,-0.05,0.0,1.06,0.05,-0.05,0.0,0.06,0.1,-0.1,0.0,[Fe/H],4.39,0.1,-0.1,0.0,18h05m22.66s,271.3444007,-21d40m25.33s,-21.6737039,57.4263,0.2111,-0.2096,8.42,0.03,-0.03,6.927,0.018,-0.018,8.26134,0.000371,-0.000371,1.0803571428571428,18.701671522970422,0,7.759443487670634,0.6708,High Eccentricity,Main Sequence,yellow,0.002553232833727943,1,57.4263,0.7787504369257753,Outside Habitable Zone,0.8009208459096986,Gaseous,Missing,Far Planet
751,HD 165155 b,HD 165155,1,1,Radial Velocity,2016,Multiple Observatories,0,434.5,2.1,-2.1,0.0,1.13,0.04,-0.04,0.0,13.2,,,0.0,1.18,,,0.0,918.5287,73.1009,-73.1009,0.0,2.89,0.23,-0.23,0.0,Msini,0.2,0.03,-0.03,0.0,,,,,,,,,0,G8 V,5426.0,100.0,-100.0,0.0,0.95,0.11,-0.11,0.0,1.02,0.05,-0.05,0.0,0.09,0.1,-0.1,0.0,[Fe/H],4.49,0.11,-0.11,0.0,18h05m57.44s,271.4893395,-29d55m02.11s,-29.9172536,63.3574,0.2184,-0.2168,9.36,0.03,-0.03,7.584,0.02,-0.02,9.21413,0.000281,-0.000281,1.1785714285714286,2.8902728130899935,0,6.0764947962925575,0.2,Low Eccentricity,Main Sequence,yellow,0.0023317455422240197,1,63.3574,0.9654593432144594,Outside Habitable Zone,0.09534157625895619,Gaseous,Missing,Far Planet
752,HD 1666 b,HD 1666,1,1,Radial Velocity,2015,Multiple Observatories,0,270.0,0.8,-0.9,0.0,0.94,0.01,-0.02,0.0,12.7,,,0.0,1.13,,,0.0,2040.0,99.0,-70.0,0.0,6.43,0.31,-0.22,0.0,Msini,0.63,0.03,-0.02,0.0,,,,,,,,,0,F7 V,6317.0,44.0,-44.0,0.0,1.93,0.49,-0.49,0.0,1.5,0.07,-0.07,0.0,0.37,0.04,-0.04,0.0,[Fe/H],4.06,0.06,-0.06,0.0,00h20m52.33s,5.2180424,-19d55m53.34s,-19.9314823,117.908,0.687,-0.679,8.17,0.03,-0.03,6.964,0.023,-0.023,8.05121,0.000278,-0.000278,1.1339285714285714,6.419131529263687,0,5.602118820879701,0.63,High Eccentricity,Main Sequence,white,0.0005876726928645362,1,117.908,0.9238208488404245,Outside Habitable Zone,0.23775540309658877,Gaseous,Missing,Moderate Distance
753,HD 166724 b,HD 166724,1,1,Radial Velocity,2012,La Silla Observatory,0,5144.0,705.0,-467.0,0.0,5.42,0.43,-0.43,0.0,13.0,,,0.0,1.16,,,0.0,1207.74795,206.58846,-92.17024,0.0,3.8,0.65,-0.29,0.0,Mass,0.734,0.02,-0.02,0.0,,,,,,,,,0,K0 IV-V,5127.0,52.0,-52.0,0.0,0.8,0.01,-0.02,0.0,0.81,0.02,-0.02,0.0,-0.09,0.03,-0.03,0.0,[Fe/H],4.43,0.08,-0.08,0.0,18h13m59.73s,273.4988604,-42d34m32.60s,-42.5757218,45.1342,0.0903,-0.0899,9.33,0.03,-0.03,7.246,0.024,-0.024,9.06863,0.000336,-0.000336,1.1607142857142858,3.8003396790434234,0,8.545780648268149,0.734,High Eccentricity,Main Sequence,yellow,0.004580049224900705,1,45.1342,0.9545636866959261,Outside Habitable Zone,0.13123740754547333,Gaseous,Missing,Far Planet
754,HD 167042 b,HD 167042,1,1,Radial Velocity,2007,Lick Observatory,0,417.67,0.43,-0.41,0.0,1.22,0.001,-0.001,0.0,13.6,,,0.0,1.21,,,0.0,444.00628,9.85268,-13.98445,0.0,1.397,0.031,-0.044,0.0,Msini,0.01,0.033,-0.004,0.0,,,,,,,,,0,K1 IV,4919.0,,,0.0,4.63,0.43,-0.4,0.0,1.39,0.17,-0.19,0.0,-0.01,0.1,-0.11,0.0,[Fe/H],3.23,0.07,-0.07,0.0,18h10m31.83s,272.6326268,+54d17m15.43s,54.2876184,49.6633,0.1348,-0.1348,5.98796,0.023,-0.023,3.55,0.238,-0.238,5.72384,0.001632,-0.001632,1.2142857142857144,1.3971248584015103,0,6.037083020111779,0.01,Low Eccentricity,Main Sequence,orange,0.002427771130034244,1,49.6633,0.9830683835940898,Outside Habitable Zone,0.04213895664991407,Gaseous,Missing,Far Planet
755,HD 167677 b,HD 167677,1,1,Radial Velocity,2023,Multiple Facilities,0,1820.0,10.0,-14.0,0.0,2.877,0.025,-0.025,0.0,13.2,,,0.0,1.18,,,0.0,905.81096,301.93699,-317.82841,0.0,2.85,0.95,-1.0,0.0,Mass,0.182,0.031,-0.026,0.0,,,,,,,,,0,G5 V,5474.0,65.0,-65.0,0.0,0.95,0.04,-0.04,0.0,0.96,0.02,-0.02,0.0,-0.29,0.043,-0.043,0.0,[Fe/H],4.43,0.1,-0.1,0.0,18h16m49.63s,274.2067844,-11d24m24.43s,-11.4067857,54.3258,0.2769,-0.2741,8.9,0.03,-0.03,7.155,0.027,-0.027,8.7114,0.000488,-0.000488,1.1785714285714286,2.850254751415985,0,7.507141079727608,0.182,Low Eccentricity,Main Sequence,yellow,0.0030156278519891688,1,54.3258,0.9658668769516127,Outside Habitable Zone,0.09402149842355313,Gaseous,Missing,Far Planet
756,HD 167768 b,HD 167768,1,1,Radial Velocity,2022,Okayama Astrophysical Observatory,0,20.6532,0.0034,-0.0035,0.0,0.1512,0.0058,-0.0063,0.0,13.9,,,0.0,1.24,,,0.0,270.15415,38.13941,-34.96112,0.0,0.85,0.12,-0.11,0.0,Msini,0.149,0.101,-0.096,0.0,,,,,,,,,0,G8 III,4851.0,45.0,-44.0,0.0,9.7,0.25,-0.25,0.0,1.08,0.14,-0.12,0.0,-0.67,0.09,-0.08,0.0,[Fe/H],2.5,0.06,-0.06,0.0,18h16m53.12s,274.2213308,-03d00m30.89s,-3.0085807,107.214,1.0755,-1.0755,5.98894,0.023,-0.023,3.895,0.036,-0.036,5.7545,0.0015183,-0.0015183,1.2410714285714286,0.8500759911894273,0,3.0751532495308864,0.149,Low Eccentricity,Main Sequence,orange,0.0005210110853447365,1,107.214,0.9894920241977222,Outside Habitable Zone,0.024014781156200506,Gaseous,Missing,Moderate Distance
757,HD 168009 b,HD 168009,1,1,Radial Velocity,2021,Multiple Observatories,0,15.1479,0.0035,-0.0037,0.0,0.1192,0.0017,-0.0018,0.0,3.05,,,0.0,0.272,,,0.0,9.53485,1.20775,-1.17597,0.0,0.03,0.0038,-0.0037,0.0,Msini,0.12,0.11,-0.082,0.0,,,,,,,,,0,G2V,5778.33,94.42,-94.42,0.0,1.21,0.03,-0.03,0.0,0.99,0.04,-0.04,0.0,0.018,0.061,-0.061,0.0,[Fe/H],4.27,0.03,-0.03,0.0,18h15m32.35s,273.8847918,+45d12m31.76s,45.2088229,23.3032,0.0118,-0.0118,6.295,0.006,-0.006,4.756,0.021,-0.021,6.14052,0.0004815,-0.0004815,0.27232142857142855,0.030002674638137192,0,2.781790010254155,0.12,Low Eccentricity,Main Sequence,yellow,0.011592166474666163,1,23.3032,0.9995751960960447,In Habitable Zone,0.080227957889326,Gaseous,Missing,Moderate Distance
758,HD 168443 b,HD 168443,1,2,Radial Velocity,1998,W. M. Keck Observatory,0,58.11187,0.00024,-0.00018,0.0,0.292,0.011,-0.012,0.0,12.6,,,0.0,1.13,,,0.0,2424.39509,192.60401,-201.18538,0.0,7.628,0.606,-0.633,0.0,Msini,0.53,0.002,-0.001,0.0,,,,,,,,,0,G5,5491.0,44.0,-44.0,0.0,1.71,0.04,-0.04,0.0,0.98,0.12,-0.12,0.0,0.04,0.03,-0.03,0.0,[Fe/H],3.99,0.02,-0.02,0.0,18h20m03.84s,275.0159879,-09d35m48.09s,-9.5966905,39.6245,0.1224,-0.1217,6.92122,0.023,-0.023,5.211,0.015,-0.015,6.73166,0.000327,-0.000327,1.125,7.628681843926998,0,4.079431750268879,0.53,High Eccentricity,Main Sequence,yellow,0.004408136800688597,2,39.6245,0.9095212395106033,Outside Habitable Zone,0.289336451682999,Gaseous,Missing,Moderate Distance
759,HD 168443 c,HD 168443,1,2,Radial Velocity,2000,W. M. Keck Observatory,0,1753.1096,0.77149,-0.72042,0.0,2.842,0.11,-0.12,0.0,12.2,,,0.0,1.09,,,0.0,5500.33841,810.46244,-287.95254,0.0,17.306,2.55,-0.906,0.0,Mass,0.21,0.002,-0.003,0.0,,,,,,,,,0,G5,5491.0,44.0,-44.0,0.0,1.71,0.04,-0.04,0.0,0.98,0.12,-0.12,0.0,0.04,0.03,-0.03,0.0,[Fe/H],3.99,0.02,-0.02,0.0,18h20m03.84s,275.0159879,-09d35m48.09s,-9.5966905,39.6245,0.1224,-0.1217,6.92122,0.023,-0.023,5.211,0.015,-0.015,6.73166,0.000327,-0.000327,1.0892857142857142,17.30754691629956,0,7.46971665672684,0.21,Low Eccentricity,Main Sequence,yellow,0.004408136800688597,2,39.6245,0.7952308811360158,Outside Habitable Zone,0.7231382086741702,Gaseous,Missing,Far Planet
760,HD 168746 b,HD 168746,1,1,Radial Velocity,2002,La Silla Observatory,0,6.404,0.0014,-0.0014,0.0,0.07,0.0,0.0,0.0,11.1,,,0.0,0.993,,,0.0,85.8141,6.3566,-6.3566,0.0,0.27,0.02,-0.02,0.0,Msini,0.11,0.08,-0.08,0.0,,,,,900.0,,,0.0,0,G5,5570.0,12.0,-12.0,0.0,1.09,0.02,-0.02,0.0,1.07,0.06,-0.06,0.0,-0.08,,,0.0,[Fe/H],4.39,0.02,-0.02,0.0,18h21m49.76s,275.4573269,-11d55m22.71s,-11.9229757,41.5681,0.1,-0.0995,7.95,0.03,-0.03,6.253,0.024,-0.024,7.77169,0.000427,-0.000427,0.9910714285714286,0.2700254877281309,0,2.002020394711251,0.11,Low Eccentricity,Main Sequence,yellow,0.0046009422307177325,1,41.5681,0.9972716462996757,In Habitable Zone,0.014979630692031204,Gaseous,Hotter than Earth,Close-in Planet
761,HD 168863 b,HD 168863,1,1,Radial Velocity,2022,Multiple Observatories,0,14773.93272,8638.61024,-2644.05863,0.0,10.961,3.798,-1.423,0.0,12.7,,,0.0,1.13,,,0.0,2154.8766,354.06085,-348.33993,0.0,6.78,1.114,-1.096,0.0,Mass,0.187,0.181,-0.064,0.0,,,,,,,,,0,,4905.0,170.1,-153.97,0.0,0.78,0.06,-0.07,0.0,0.8,0.1,-0.1,0.0,0.16,0.09,-0.09,0.0,[M/H],4.56,0.1,-0.12,0.0,18h22m39.41s,275.6642157,-18d01m19.10s,-18.0219726,39.8979,0.0924,-0.0919,9.35,0.03,-0.03,7.04,0.021,-0.021,9.06821,0.000331,-0.000331,1.1339285714285714,6.780606041535557,0,9.600687288626029,0.187,Low Eccentricity,Dwarf,orange,0.005873696954310966,1,39.8979,0.9191856937240859,Outside Habitable Zone,0.2511438993413758,Gaseous,Missing,Far Planet
762,HD 1690 b,HD 1690,1,1,Radial Velocity,2010,La Silla Observatory,0,533.0,1.7,-1.7,0.0,1.36,0.09,-0.09,0.0,12.5,,,0.0,1.12,,,0.0,2793.7257,1153.7229,-1153.7229,0.0,8.79,3.63,-3.63,0.0,Msini,0.64,0.04,-0.04,0.0,,,,,,,,,0,K1 III,4374.0,31.0,-31.0,0.0,21.66,6.18,-6.18,0.0,1.86,1.06,-1.06,0.0,-0.27,,,0.0,[Fe/H],2.04,0.03,-0.03,0.0,00h21m13.34s,5.3055886,-08d16m52.12s,-8.2811442,752.615,27.894,-27.894,9.19,0.03,-0.03,6.018,0.026,-0.026,8.74943,0.00047,-0.00047,1.1160714285714286,8.79082976714915,0,6.280395838960195,0.64,High Eccentricity,Giant,orange,1.6224442096870166e-05,1,752.615,0.8958182341869728,Outside Habitable Zone,0.3414798756847607,Gaseous,Missing,Far Planet
763,HD 16905 b,HD 16905,1,1,Radial Velocity,2022,Multiple Observatories,0,10256.0,618.0,-522.0,0.0,8.8,0.4,-0.3,0.0,12.4,,,0.0,1.11,,,0.0,3591.461,190.69704,-222.47988,0.0,11.3,0.6,-0.7,0.0,Mass,0.68,0.02,-0.01,0.0,,,,,,,,,0,K3 V,4866.12,140.4,-149.78,0.0,0.77,0.06,-0.06,0.0,0.85,0.04,-0.04,0.0,0.24,0.035,-0.035,0.0,[M/H],4.56,0.1,-0.11,0.0,02h40m03.27s,40.0136203,-61d21m18.14s,-61.3550396,39.7401,0.0452,-0.0452,9.44,0.03,-0.03,7.086,0.018,-0.018,9.11324,0.000238,-0.000238,1.1071428571428572,11.301010069225928,0,9.235715678307411,0.68,High Eccentricity,Dwarf,orange,0.0059774242765267115,1,39.7401,0.865911833552301,Outside Habitable Zone,0.4496944109628549,Gaseous,Missing,Far Planet
764,HD 169142 b,HD 169142,1,1,Imaging,2023,Paranal Observatory,0,,,,,37.2,1.5,-1.5,0.0,13.1,,,0.0,1.17,,,0.0,953.48522,635.65681,-635.65681,0.0,3.0,2.0,-2.0,0.0,Mass,,,,,,,,,,,,,0,,7246.0,158.18,-93.45,0.0,1.54,0.06,-0.06,0.0,1.85,,,0.0,,,,,,4.28,0.08,-0.08,0.0,18h24m29.78s,276.1240717,-29d46m49.91s,-29.7805318,113.6,0.833,-0.82,8.156,0.002,-0.002,6.41,0.024,-0.024,8.05449,0.001004,-0.001004,1.1696428571428572,3.000268156073002,0,Missing,Missing,Missing,Main Sequence,white,0.000632005058520135,1,113.6,0.9628246121244072,Outside Habitable Zone,0.10125383220345396,Gaseous,Missing,Far Planet
765,HD 169830 b,HD 169830,1,2,Radial Velocity,2000,La Silla Observatory,0,225.67372,0.05685,-0.065,0.0,0.765,0.033,-0.036,0.0,13.2,,,0.0,1.18,,,0.0,804.4237,71.19356,-75.32533,0.0,2.531,0.224,-0.237,0.0,Msini,0.294,0.012,-0.011,0.0,,,,,345.0,65.0,-65.0,0.0,0,F8 V,6300.0,50.0,-50.0,0.0,1.94,0.05,-0.05,0.0,1.17,0.16,-0.16,0.0,0.21,0.05,-0.05,0.0,[Fe/H],4.01,0.02,-0.02,0.0,18h27m49.48s,276.9561859,-29d49m00.45s,-29.8167919,37.6048,0.1484,-0.1473,5.9,0.03,-0.03,4.688,0.024,-0.024,5.77641,0.0014001,-0.0014001,1.1785714285714286,2.531226242920076,0,5.423511626664958,0.294,Low Eccentricity,Main Sequence,white,0.004172203135913098,2,37.6048,0.9772653689699123,Outside Habitable Zone,0.08349768879084747,Gaseous,Hotter than Earth,Moderate Distance
766,HD 169830 c,HD 169830,1,2,Radial Velocity,2003,La Silla Observatory,0,1818.82339,5.67578,-6.41838,0.0,3.075,0.132,-0.146,0.0,12.6,,,0.0,1.13,,,0.0,2437.42605,615.63362,-875.61726,0.0,7.669,1.937,-2.755,0.0,Mass,0.246,0.022,-0.018,0.0,,,,,,,,,0,F7 V,6179.26,97.58,-97.58,0.0,1.94,0.05,-0.05,0.0,1.17,0.16,-0.16,0.0,0.12,0.062,-0.062,0.0,[Fe/H],4.01,0.02,-0.02,0.0,18h27m49.48s,276.9561859,-29d49m00.45s,-29.8167919,37.6048,0.1484,-0.1473,5.9,0.03,-0.03,4.688,0.024,-0.024,5.77641,0.0014001,-0.0014001,1.125,7.6696854940213965,0,7.506494736900766,0.246,Low Eccentricity,Main Sequence,white,0.004172203135913098,2,37.6048,0.9089863936892473,Outside Habitable Zone,0.29089161558510995,Gaseous,Missing,Far Planet
