,pl_name,hostname,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,pl_controv_flag,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,pl_size_normalized,pl_mass_normalized,habitability_index,log_orbital_period,orbital_ellipse,Eccentricity_Class,star_category,star_color,star_luminosity,planet_system_count,distance_from_earth,PSI,Habitable_Zone,Density,Planet_Type,Temperature_Comparison,Distance_Class
29,47 UMa d,47 UMa,1,3,Radial Velocity,2009,Lick Observatory,0,14002.0,4018.0,-5095.0,0.0,11.6,2.1,-2.9,0.0,13.5,,,0.0,1.2,,,0.0,521.22,92.17,-152.55,0.0,1.64,0.29,-0.48,0.0,Msini,0.16,0.09,-0.16,0.0,,,,,,,,,0,G0V,5872.0,92.94,-113.53,0.0,1.21,0.04,-0.06,0.0,1.06,0.13,-0.14,0.0,0.04,0.1,-0.1,0.0,[M/H],4.3,0.07,-0.07,0.0,10h59m27.54s,164.8647611,+40d25m49.78s,40.4304931,13.7967,0.0289,-0.0289,5.03352,0.023,-0.023,3.75,0.34,-0.34,4.87837,0.0038294,-0.0038294,1.205357142857143,1.6400881057268724,0,9.547026871355778,0.16,Low Eccentricity,Main Sequence,yellow,0.02644364733999374,3,13.7967,0.9798182252010328,Outside Habitable Zone,0.050574448674505536,Gaseous,Missing,Far Planet
30,51 Eri b,51 Eri,3,1,Imaging,2015,Gemini Observatory,0,11688.0,6209.25,-3287.25,0.0,13.2,0.2,-0.2,0.0,13.4,,,0.0,1.19,,,0.0,635.66,,,0.0,2.0,,,0.0,Mass,0.45,0.1,-0.15,0.0,,,,,700.0,,,0.0,0,F0 IV,7295.0,120.09,-98.99,0.0,1.49,0.05,-0.06,0.0,1.75,0.05,-0.05,0.0,-0.027,0.045,-0.045,0.0,[M/H],4.31,0.09,-0.07,0.0,04h37m36.18s,69.4007424,-02d28m25.77s,-2.4738245,29.7575,0.1213,-0.1203,5.21149,0.023,-0.023,4.537,0.024,-0.024,5.15806,0.0023075,-0.0023075,1.1964285714285716,2.0001887979861546,0,9.366403507607771,0.45,Low Eccentricity,Main Sequence,white,0.005885305671967167,1,29.7575,0.9815939451310054,Outside Habitable Zone,0.0630698617718483,Gaseous,Hotter than Earth,Far Planet
31,51 Peg b,51 Peg,1,1,Radial Velocity,1995,Haute-Provence Observatory,0,4.230785,3.6e-05,-3.6e-05,0.0,0.0527,0.003,-0.003,0.0,14.3,,,0.0,1.27,,,0.0,146.2018,19.0698,-3.1783,0.0,0.46,0.06,-0.01,0.0,Mass,0.013,0.012,-0.012,0.0,,,,,,,,,0,G5V,5758.0,101.62,-119.62,0.0,1.18,0.07,-0.04,0.0,1.03,0.17,-0.09,0.0,0.18,0.1,-0.1,0.0,[M/H],4.31,0.08,-0.06,0.0,22h57m28.21s,344.3675399,+20d46m08.74s,20.7690958,15.4614,0.0297,-0.0297,5.45309,0.023,-0.023,3.911,0.021,-0.021,5.28647,0.002768,-0.002768,1.2767857142857144,0.46004342353681554,0,1.6545613624159081,0.013,Low Eccentricity,Main Sequence,yellow,0.02281103725137119,1,15.4614,0.9940780055313846,Outside Habitable Zone,0.011935922709438487,Gaseous,Missing,Close-in Planet
32,55 Cnc b,55 Cnc,2,5,Radial Velocity,1996,Lick Observatory,0,14.6516,0.0001,-0.0001,0.0,0.1134,0.0006,-0.0006,0.0,13.9,,,0.0,1.24,,,0.0,263.9785,1.0488,-1.0488,0.0,0.8306,0.0033,-0.0033,0.0,Mass,0.0,0.01,-0.01,0.0,,,,,700.0,,,0.0,0,K0 IV-V,5172.0,18.0,-18.0,0.0,0.94,0.01,-0.01,0.0,0.91,0.02,-0.02,0.0,0.35,0.1,-0.1,0.0,[Fe/H],4.43,0.02,-0.02,0.0,08h52m35.24s,133.1468373,+28d19m47.34s,28.3298154,12.5855,0.0124,-0.0123,5.95084,0.023,-0.023,4.015,0.036,-0.036,5.72973,0.0008523,-0.0008523,1.2410714285714286,0.8306434864694776,0,2.7505731481821005,0.0,Low Eccentricity,Main Sequence,yellow,0.0375696652599134,5,12.5855,0.9922504443306319,Outside Habitable Zone,0.023465809825398108,Gaseous,Hotter than Earth,Moderate Distance
33,55 Cnc c,55 Cnc,2,5,Radial Velocity,2004,McDonald Observatory,0,44.3989,0.0042,-0.0043,0.0,0.2373,0.0013,-0.0013,0.0,8.51,,,0.0,0.76,,,0.0,54.4738,1.748,-1.748,0.0,0.1714,0.0055,-0.0055,0.0,Mass,0.03,0.02,-0.02,0.0,,,,,,,,,0,G8V,5172.0,18.0,-18.0,0.0,0.94,0.01,-0.01,0.0,0.91,0.02,-0.02,0.0,0.35,0.1,-0.1,0.0,[Fe/H],4.43,0.02,-0.02,0.0,08h52m35.24s,133.1468373,+28d19m47.34s,28.3298154,12.5855,0.0124,-0.0123,5.95084,0.023,-0.023,4.015,0.036,-0.036,5.72973,0.0008523,-0.0008523,0.7598214285714286,0.1714090623033354,0,3.8154878756788837,0.03,Low Eccentricity,Main Sequence,yellow,0.0375696652599134,5,12.5855,0.9977073965941201,In Habitable Zone,0.021101356870215943,Gaseous,Missing,Moderate Distance
34,55 Cnc d,55 Cnc,2,5,Radial Velocity,2002,Lick Observatory,0,5574.2,93.8,-88.6,0.0,5.957,0.074,-0.071,0.0,13.0,,,0.0,1.16,,,0.0,1232.493,21.612,-21.612,0.0,3.878,0.068,-0.068,0.0,Mass,0.13,0.02,-0.02,0.0,,,,,,,,,0,G8 V,5172.0,18.0,-18.0,0.0,0.94,0.01,-0.01,0.0,0.91,0.02,-0.02,0.0,0.35,0.1,-0.1,0.0,[Fe/H],4.43,0.02,-0.02,0.0,08h52m35.24s,133.1468373,+28d19m47.34s,28.3298154,12.5855,0.0124,-0.0123,5.95084,0.023,-0.023,4.015,0.036,-0.036,5.72973,0.0008523,-0.0008523,1.1607142857142858,3.8782032724984266,0,8.626083470124309,0.13,Low Eccentricity,Main Sequence,yellow,0.0375696652599134,5,12.5855,0.9536245259538616,Outside Habitable Zone,0.133926276701975,Gaseous,Missing,Far Planet
35,55 Cnc e,55 Cnc,2,5,Radial Velocity,2004,McDonald Observatory,0,0.7365474,1.3e-06,-1.4e-06,0.0,0.01544,5e-05,-5e-05,0.0,1.875,0.029,-0.029,0.0,0.167,0.003,-0.003,0.0,7.99,0.32,-0.33,0.0,0.02514,0.00101,-0.00104,0.0,Mass,0.05,0.03,-0.03,0.0,2657.83,,,0.0,1958.0,15.0,-15.0,0.0,0,G8 V,5172.0,18.0,-18.0,0.0,0.94,0.01,-0.01,0.0,0.91,0.02,-0.02,0.0,0.35,0.1,-0.1,0.0,[Fe/H],4.43,0.02,-0.02,0.0,08h52m35.24s,133.1468373,+28d19m47.34s,28.3298154,12.5855,0.0124,-0.0123,5.95084,0.023,-0.023,4.015,0.036,-0.036,5.72973,0.0008523,-0.0008523,0.1674107142857143,0.02514159848961611,0,0.5518988891150869,0.05,Low Eccentricity,Main Sequence,yellow,0.0375696652599134,5,12.5855,0.9404581401377007,Outside Habitable Zone,0.2893705660425657,Gaseous,Hotter than Earth,Close-in Planet
36,55 Cnc f,55 Cnc,2,5,Radial Velocity,2007,Multiple Observatories,0,259.88,0.29,-0.29,0.0,0.7708,0.0043,-0.0044,0.0,7.59,,,0.0,0.677,,,0.0,44.812,3.814,-3.814,0.0,0.141,0.012,-0.012,0.0,Mass,0.08,0.05,-0.04,0.0,,,,,,,,,0,G8V,5172.0,18.0,-18.0,0.0,0.94,0.01,-0.01,0.0,0.91,0.02,-0.02,0.0,0.35,0.1,-0.1,0.0,[Fe/H],4.43,0.02,-0.02,0.0,08h52m35.24s,133.1468373,+28d19m47.34s,28.3298154,12.5855,0.0124,-0.0123,5.95084,0.023,-0.023,4.015,0.036,-0.036,5.72973,0.0008523,-0.0008523,0.6776785714285715,0.14100692259282566,0,5.564060531481064,0.08,Low Eccentricity,Main Sequence,yellow,0.0375696652599134,5,12.5855,0.9981203003497994,Outside Habitable Zone,0.024466981314976665,Gaseous,Missing,Moderate Distance
37,6 Lyn b,6 Lyn,1,1,Radial Velocity,2008,Okayama Astrophysical Observatory,0,919.86,1.92,-3.71,0.0,2.028,0.003,-0.005,0.0,13.4,,,0.0,1.2,,,0.0,597.83523,12.07748,-28.28673,0.0,1.881,0.038,-0.089,0.0,Msini,0.042,0.024,-0.032,0.0,,,,,,,,,0,K0 IV,4941.0,,,0.0,4.94,0.55,-0.5,0.0,1.32,0.2,-0.21,0.0,-0.17,0.11,-0.07,0.0,[Fe/H],3.16,0.08,-0.08,0.0,06h30m47.05s,97.6960311,+58d09m40.23s,58.1611753,54.6599,0.2734,-0.2734,5.87307,0.023,-0.023,3.701,0.3,-0.3,5.60686,0.001085,-0.001085,1.1964285714285716,1.881168124606671,0,6.825308016014605,0.042,Low Eccentricity,Main Sequence,orange,0.001965746501949885,1,54.6599,0.9773314627129042,Outside Habitable Zone,0.059316907337949754,Gaseous,Missing,Far Planet
38,61 Vir b,61 Vir,1,3,Radial Velocity,2009,Multiple Observatories,0,4.215,0.0006,-0.0006,0.0,0.050201,5e-06,-5e-06,0.0,2.11,,,0.0,0.188,,,0.0,5.1,0.5,-0.5,0.0,0.016,0.002,-0.002,0.0,Msini,0.12,0.11,-0.11,0.0,,,,,,,,,0,G5 V,5577.0,33.0,-33.0,0.0,0.96,0.01,-0.01,0.0,0.94,0.03,-0.03,0.0,-0.01,,,0.0,[Fe/H],4.34,0.03,-0.03,0.0,13h18m23.15s,199.596455,-18d18m56.79s,-18.3157745,8.50332,0.01737,-0.0173,4.6955,0.0462,-0.0462,2.956,0.236,-0.236,4.54052,0.0055701,-0.0055701,0.18839285714285714,0.016047828823159218,0,1.6515390884527357,0.12,Low Eccentricity,Main Sequence,yellow,0.06493888074447698,3,8.50332,0.9997722943124648,Outside Habitable Zone,0.12960871382310554,Gaseous,Missing,Close-in Planet
39,61 Vir c,61 Vir,1,3,Radial Velocity,2009,Multiple Observatories,0,38.021,0.034,-0.034,0.0,0.2175,0.0001,-0.0001,0.0,4.46,,,0.0,0.398,,,0.0,18.2,1.1,-1.1,0.0,0.057,0.003,-0.003,0.0,Msini,0.14,0.06,-0.06,0.0,,,,,,,,,0,G5 V,5577.0,33.0,-33.0,0.0,0.96,0.01,-0.01,0.0,0.94,0.03,-0.03,0.0,-0.01,,,0.0,[Fe/H],4.34,0.03,-0.03,0.0,13h18m23.15s,199.596455,-18d18m56.79s,-18.3157745,8.50332,0.01737,-0.0173,4.6955,0.0462,-0.0462,2.956,0.236,-0.236,4.54052,0.0055701,-0.0055701,0.39821428571428574,0.057268722466960346,0,3.6640999627497135,0.14,Low Eccentricity,Main Sequence,yellow,0.06493888074447698,3,8.50332,0.9992045827221504,Outside Habitable Zone,0.04897542377453446,Gaseous,Missing,Moderate Distance
40,61 Vir d,61 Vir,1,3,Radial Velocity,2009,Multiple Observatories,0,123.01,0.55,-0.55,0.0,0.476,0.001,-0.001,0.0,5.11,,,0.0,0.456,,,0.0,22.9,2.6,-2.6,0.0,0.072,0.008,-0.008,0.0,Msini,0.35,0.09,-0.09,0.0,,,,,,,,,0,G5 V,5577.0,33.0,-33.0,0.0,0.96,0.01,-0.01,0.0,0.94,0.03,-0.03,0.0,-0.01,,,0.0,[Fe/H],4.34,0.03,-0.03,0.0,13h18m23.15s,199.596455,-18d18m56.79s,-18.3157745,8.50332,0.01737,-0.0173,4.6955,0.0462,-0.0462,2.956,0.236,-0.236,4.54052,0.0055701,-0.0055701,0.45625000000000004,0.07205789804908747,0,4.820362207514681,0.35,Low Eccentricity,Main Sequence,yellow,0.06493888074447698,3,8.50332,0.9990154470738062,Outside Habitable Zone,0.0409717177866563,Gaseous,Missing,Moderate Distance
41,7 CMa b,7 CMa,1,2,Radial Velocity,2011,Anglo-Australian Telescope,0,735.1,14.8,-1.0,0.0,1.758,0.024,-0.001,0.0,13.4,,,0.0,1.2,,,0.0,587.9855,19.0698,-19.0698,0.0,1.85,0.06,-0.06,0.0,Msin(i)/sin(i),0.06,0.03,-0.03,0.0,,,,,,,,,0,K1 III,4826.0,45.0,-55.0,0.0,4.87,0.17,-0.14,0.0,1.34,0.11,-0.12,0.0,0.21,0.1,-0.1,0.0,[Fe/H],3.19,0.06,-0.07,0.0,06h36m41.11s,99.171276,-19d15m22.25s,-19.2561808,19.8101,0.1648,-0.1648,3.95,0.03,-0.03,1.564,0.252,-0.252,3.67853,0.0041348,-0.0041348,1.1964285714285716,1.850174638137193,0,6.60136597906466,0.06,Low Eccentricity,Main Sequence,orange,0.01006523131142342,2,19.8101,0.9777073836978042,Outside Habitable Zone,0.058339622138959685,Gaseous,Missing,Far Planet
42,7 CMa c,7 CMa,1,2,Radial Velocity,2019,Multiple Observatories,0,996.0,1.5,-52.4,0.0,2.153,0.003,-0.08,0.0,13.9,,,0.0,1.24,,,0.0,276.5121,19.0698,-19.0698,0.0,0.87,0.06,-0.06,0.0,Msin(i)/sin(i),0.08,0.05,-0.04,0.0,,,,,,,,,0,K1III(+M),4826.0,45.0,-55.0,0.0,4.87,0.17,-0.14,0.0,1.34,0.11,-0.12,0.0,0.21,0.1,-0.1,0.0,[Fe/H],3.19,0.06,-0.07,0.0,06h36m41.11s,99.171276,-19d15m22.25s,-19.2561808,19.8101,0.1648,-0.1648,3.95,0.03,-0.03,1.564,0.252,-0.252,3.67853,0.0041348,-0.0041348,1.2410714285714286,0.8700821271239773,0,6.904750769961838,0.08,Low Eccentricity,Main Sequence,orange,0.01006523131142342,2,19.8101,0.9892445430900689,Outside Habitable Zone,0.024579957659511906,Gaseous,Missing,Far Planet
43,70 Vir b,70 Vir,1,1,Radial Velocity,1996,Lick Observatory,0,116.688,0.0054,-0.0054,0.0,0.481,0.022,-0.022,0.0,12.6,,,0.0,1.13,,,0.0,2380.45,193.87,-193.87,0.0,7.49,0.61,-0.61,0.0,Mass,0.3988,0.0019,-0.0019,0.0,,,,,,,,,0,G5V,5495.0,,,0.0,1.89,,,0.0,1.09,,,0.0,-0.09,0.03,-0.03,0.0,[Fe/H],3.95,,,0.0,13h28m25.56s,202.1064898,+13d46m34.71s,13.7763085,17.9011,0.056,-0.0557,4.96808,0.023,-0.023,3.5,0.294,-0.294,4.76178,0.0044158,-0.0044158,1.125,7.4904027690371295,0,4.768037054947911,0.3988,Low Eccentricity,Main Sequence,yellow,0.015503478213129297,1,17.9011,0.91116070326907,Outside Habitable Zone,0.28409187893908616,Gaseous,Missing,Moderate Distance
44,75 Cet b,75 Cet,2,2,Radial Velocity,2012,Okayama Astrophysical Observatory,0,696.62,1.33,-1.69,0.0,1.912,0.002,-0.003,0.0,13.3,,,0.0,1.18,,,0.0,787.89662,23.5193,-28.60456,0.0,2.479,0.074,-0.09,0.0,Msini,0.093,0.026,-0.042,0.0,,,,,,,,,0,G3 III,4809.0,,,0.0,10.38,0.15,-0.26,0.0,1.92,0.07,-0.08,0.0,0.1,0.08,-0.05,0.0,[Fe/H],2.69,0.03,-0.04,0.0,02h32m09.40s,38.0391598,-01d02m06.10s,-1.0350269,82.9613,0.72365,-0.72365,5.3532,0.023,-0.023,3.207,0.272,-0.272,5.09343,0.0039324,-0.0039324,1.1875000000000002,2.4792215859030837,0,6.547674541908572,0.093,Low Eccentricity,Giant,orange,0.0007777900295862563,2,82.9613,0.970279212703513,Outside Habitable Zone,0.07995133230396148,Gaseous,Missing,Far Planet
45,75 Cet c,75 Cet,2,2,Radial Velocity,2023,Okayama Astrophysical Observatory,0,2051.62,45.98,-40.47,0.0,3.929,0.058,-0.052,0.0,13.9,,,0.0,1.24,,,0.0,289.85951,27.9689,-45.44946,0.0,0.912,0.088,-0.143,0.0,Msini,0.023,0.191,-0.003,0.0,,,,,,,,,0,G3 III,4809.0,,,0.0,10.38,0.15,-0.26,0.0,1.92,0.07,-0.08,0.0,0.1,0.08,-0.05,0.0,[Fe/H],2.69,0.03,-0.04,0.0,02h32m09.40s,38.0391598,-01d02m06.10s,-1.0350269,82.9613,0.72365,-0.72365,5.3532,0.023,-0.023,3.207,0.272,-0.272,5.09343,0.0039324,-0.0039324,1.2410714285714286,0.9120815292636878,0,7.626872304903792,0.023,Low Eccentricity,Giant,orange,0.0007777900295862563,2,82.9613,0.9886827487356497,Outside Habitable Zone,0.02576644741046366,Gaseous,Missing,Far Planet
46,8 UMi b,8 UMi,1,1,Radial Velocity,2015,Bohyunsan Optical Astronomical Observatory,0,93.4,4.5,-4.5,0.0,0.49,0.02,-0.02,0.0,13.6,,,0.0,1.22,,,0.0,416.3573,50.8528,-50.8528,0.0,1.31,0.16,-0.16,0.0,Msini,0.06,0.09,-0.09,0.0,,,,,,,,,0,K0,4847.0,7.0,-7.0,0.0,10.3,0.57,-0.57,0.0,1.44,0.19,-0.19,0.0,-0.03,,,0.0,[Fe/H],2.57,0.03,-0.03,0.0,14h56m48.40s,224.201685,+74d54m03.38s,74.9009379,162.552,0.651,-0.646,6.83295,0.023,-0.023,4.515,0.02,-0.02,6.55896,0.000237,-0.000237,1.2142857142857144,1.3101236626809314,0,4.547541073151455,0.06,Low Eccentricity,Giant,orange,0.00025859707494199256,1,162.552,0.9840846967474507,Outside Habitable Zone,0.03951489653609239,Gaseous,Missing,Moderate Distance
47,81 Cet b,81 Cet,1,1,Radial Velocity,2008,Okayama Astrophysical Observatory,0,1005.57,1.84,-1.94,0.0,2.104,0.003,-0.003,0.0,13.1,,,0.0,1.17,,,0.0,1051.05854,24.79062,-21.2945,0.0,3.307,0.078,-0.067,0.0,Msini,0.037,0.015,-0.025,0.0,,,,,,,,,0,G5 III,4734.0,,,0.0,11.21,0.81,-0.35,0.0,1.23,0.3,-0.25,0.0,-0.11,0.1,-0.06,0.0,[Fe/H],2.41,0.07,-0.06,0.0,02h37m41.85s,39.4243555,-03d23m46.90s,-3.3963607,101.26,1.222,-1.222,5.64307,0.023,-0.023,3.266,0.258,-0.258,5.37588,0.0031065,-0.0031065,1.1696428571428572,3.3072955947136564,0,6.9143037905999005,0.037,Low Eccentricity,Giant,orange,0.0005503507864895989,1,101.26,0.9605037462842795,Outside Habitable Zone,0.111615474275697,Gaseous,Missing,Far Planet
48,91 Aqr b,91 Aqr,3,1,Radial Velocity,2013,Lick Observatory,0,181.4,0.1,-0.1,0.0,0.7,,,0.0,13.1,,,0.0,1.17,,,0.0,1017.0,,,0.0,3.2,,,0.0,Msini,0.027,0.026,-0.026,0.0,,,,,,,,,0,K0 III,4665.0,18.0,-18.0,0.0,11.0,0.1,-0.1,0.0,1.4,0.1,-0.1,0.0,-0.03,0.1,-0.1,0.0,[Fe/H],2.52,0.05,-0.05,0.0,23h15m53.88s,348.9745031,-09d05m16.11s,-9.0878076,44.0304,0.51325,-0.51325,4.23946,0.023,-0.023,1.597,0.236,-0.236,3.95311,0.008843,-0.008843,1.1696428571428572,3.200125865324103,0,5.206202077640231,0.027,Low Eccentricity,Giant,orange,0.0021867809414720554,1,44.0304,0.9617987966831456,Outside Habitable Zone,0.10799868229830838,Gaseous,Missing,Moderate Distance
49,AB Aur b,AB Aur,1,1,Imaging,2022,Subaru Telescope,0,,,,,93.9,49.3,-49.3,0.0,12.5,,,0.0,1.12,,,0.0,2860.45566,,,0.0,9.0,,,0.0,Mass,0.4,0.2,-0.21,0.0,,,,,,,,,0,,9770.0,100.0,-100.0,0.0,2.96,0.1,-0.07,0.0,2.4,0.2,-0.2,0.0,,,,,,3.77,0.09,-0.07,0.0,04h55m45.85s,73.9410446,+30d33m03.92s,30.5510888,162.127,1.526,-1.498,7.076,0.042,-0.042,4.23,0.016,-0.016,7.07854,0.001049,-0.001049,1.1160714285714286,9.000804468219005,0,Missing,0.4,Low Eccentricity,Main Sequence,white,0.0002692012865231898,1,162.127,0.8899017798716706,Outside Habitable Zone,0.3496363451782579,Gaseous,Missing,Far Planet
50,AB Pic b,AB Pic,1,1,Imaging,2005,Paranal Observatory,0,,,,,260.0,,,0.0,12.3,,,0.0,1.1,,,0.0,4290.5,158.9,-158.9,0.0,13.5,0.5,-0.5,0.0,Mass,,,,,,,,,,,,,0,K2 V,5285.0,10.0,-9.0,0.0,1.0,0.03,-0.02,0.0,0.9,0.1,-0.1,0.0,0.04,0.02,-0.02,0.0,[Fe/H],4.53,0.01,-0.01,0.0,06h19m12.94s,94.8039208,-58d03m14.83s,-58.0541184,50.0475,0.0735,-0.0733,9.13,0.03,-0.03,6.981,0.024,-0.024,8.8378,0.001332,-0.001332,1.0982142857142858,13.500629326620516,0,Missing,Missing,Missing,Main Sequence,yellow,0.0036450710752803225,1,50.0475,0.8306167032798575,Outside Habitable Zone,0.5504323656680812,Gaseous,Missing,Far Planet
51,AF Lep b,AF Lep,1,1,Imaging,2023,Paranal Observatory,0,8030.0,1800.0,-1800.0,0.0,8.4,1.1,-1.3,0.0,13.1,,,0.0,1.17,,,0.0,1017.0509,222.47988,-190.69704,0.0,3.2,0.7,-0.6,0.0,Mass,0.24,0.27,-0.15,0.0,,,,,1400.0,300.0,-300.0,0.0,0,F8 V,6130.0,60.0,-60.0,0.0,1.25,0.06,-0.06,0.0,1.2,0.06,-0.06,0.0,0.19,0.02,-0.02,0.0,[Fe/H],4.4,,,0.0,05h27m04.78s,81.7699216,-11d54m04.23s,-11.9011752,26.8564,0.0189,-0.0188,6.332,0.035,-0.035,4.926,0.021,-0.021,6.18644,0.0011395,-0.0011395,1.1696428571428572,3.2002860289490243,0,8.991064332188461,0.24,Low Eccentricity,Main Sequence,white,0.008779005332555509,1,26.8564,0.9710425759807,Outside Habitable Zone,0.10800408754209302,Gaseous,Hotter than Earth,Far Planet
52,AU Mic b,AU Mic,1,3,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),0,8.4629991,,,0.0,0.0645,0.0013,-0.0013,0.0,3.957,0.146,-0.146,0.0,0.353,0.013,-0.013,0.0,20.12,1.57,-1.72,0.0,0.0633,0.00494,-0.00541,0.0,Mass,0.186,0.036,-0.035,0.0,21.2,2.5,-2.4,0.0,600.0,17.0,-16.0,0.0,1,M1,3665.0,31.0,-31.0,0.0,0.82,0.02,-0.02,0.0,0.5,0.03,-0.03,0.0,0.12,0.1,-0.1,0.0,[M/H],4.4,0.03,-0.03,0.0,20h45m09.87s,311.2911369,-31d20m32.82s,-31.34245,9.7221,0.004625,-0.004625,8.81,0.1,-0.1,4.529,0.02,-0.02,7.84038,0.000731,-0.000731,0.35330357142857144,0.0633102580239144,0,2.247389362418831,0.186,Low Eccentricity,Main Sequence,orange,0.09320854759609862,3,9.7221,0.9990138311648004,Outside Habitable Zone,0.07752490028090636,Gaseous,Hotter than Earth,Close-in Planet
53,AU Mic c,AU Mic,1,3,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),0,18.858991,,,0.0,0.1101,0.002,-0.002,0.0,3.24,0.16,-0.16,0.0,0.289,0.014,-0.014,0.0,9.6,2.07,-2.31,0.0,0.0302,0.00651,-0.00727,0.0,Mass,0.00338,0.00164,-0.00164,0.0,7.3,0.9,-0.8,0.0,459.0,13.0,-12.0,0.0,0,M1,3665.0,31.0,-31.0,0.0,0.82,0.02,-0.02,0.0,0.5,0.03,-0.03,0.0,0.12,0.1,-0.1,0.0,[M/H],4.4,0.03,-0.03,0.0,20h45m09.87s,311.2911369,-31d20m32.82s,-31.34245,9.7221,0.004625,-0.004625,8.81,0.1,-0.1,4.529,0.02,-0.02,7.84038,0.000731,-0.000731,0.2892857142857143,0.030207677784770293,0,2.9886568516869,0.00338,Low Eccentricity,Main Sequence,orange,0.09320854759609862,3,9.7221,0.9995860230578569,Outside Habitable Zone,0.06738257341017433,Gaseous,Hotter than Earth,Moderate Distance
54,AU Mic d,AU Mic,1,3,Transit Timing Variations,2023,Multiple Observatories,0,12.73596,0.00793,-0.00793,0.0,,,,,1.02,,,0.0,0.091,,,0.0,1.053,0.511,-0.511,0.0,0.00331,0.00161,-0.00161,0.0,Mass,0.00305,0.00104,-0.00104,0.0,,,,,,,,,0,M1,3678.0,90.0,-88.0,0.0,0.74,0.02,-0.02,0.0,0.51,0.03,-0.03,0.0,0.23,0.24,-0.3,0.0,[Fe/H],4.4,0.03,-0.03,0.0,20h45m09.87s,311.2911369,-31d20m32.82s,-31.34245,9.7221,0.004625,-0.004625,8.81,0.1,-0.1,4.529,0.02,-0.02,7.84038,0.000731,-0.000731,0.09107142857142858,0.0033134046570169914,0,2.620017211535023,0.00305,Low Eccentricity,Dwarf,orange,0.09320854759609862,3,9.7221,0.9999970467869893,Outside Habitable Zone,0.23688591926714522,Gaseous,Missing,Missing
55,BD+03 2562 b,BD+03 2562,1,1,Radial Velocity,2017,Multiple Observatories,0,481.9,2.7,-2.8,0.0,1.3,0.1,-0.1,0.0,12.7,,,0.0,1.13,,,0.0,2034.112,413.179,-413.179,0.0,6.4,1.3,-1.3,0.0,Msini,0.2,0.12,-0.08,0.0,,,,,,,,,0,,4095.0,20.0,-20.0,0.0,32.35,8.82,-8.82,0.0,1.14,0.25,-0.25,0.0,-0.71,0.09,-0.09,0.0,[Fe/H],1.89,0.1,-0.1,0.0,11h50m15.53s,177.5647268,+02d45m36.39s,2.7601075,1070.63,63.875,-63.875,9.577,0.008,-0.008,6.021,0.021,-0.021,8.9977,0.000292,-0.000292,1.1339285714285714,6.400604153555696,0,6.179809592879496,0.2,Low Eccentricity,Giant,orange,8.355081110590452e-06,1,1070.63,0.9240306569798427,Outside Habitable Zone,0.23706917573706296,Gaseous,Missing,Far Planet
56,BD+14 4559 b,BD+14 4559,1,1,Radial Velocity,2009,McDonald Observatory,0,268.94,0.99,-0.99,0.0,0.78,0.05,-0.05,0.0,13.8,,,0.0,1.23,,,0.0,330.5432,149.3801,-149.3801,0.0,1.04,0.47,-0.47,0.0,Msini,0.29,0.03,-0.03,0.0,,,,,,,,,0,K2 V,4864.0,101.0,-101.0,0.0,0.86,0.04,-0.04,0.0,0.49,0.33,-0.33,0.0,0.17,,,0.0,[Fe/H],4.26,0.29,-0.29,0.0,21h13m36.24s,318.4010002,+14d41m21.78s,14.6893834,49.352,0.0846,-0.0844,9.78,0.03,-0.03,7.336,0.023,-0.023,9.35108,0.000253,-0.000253,1.2321428571428572,1.0400981749528004,0,5.5981997120811355,0.29,Low Eccentricity,Main Sequence,orange,0.004015404860150133,1,49.352,0.9872758049962826,Outside Habitable Zone,0.03002633728380328,Gaseous,Missing,Moderate Distance
